country,region,bbox
Azerbaijan,Yevlakh Rayon,"40.41572459591333,46.73118411635386,40.965975247559584,47.262831251860746"
Azerbaijan,Zaqatala,"41.3450226850001,46.2798710576032,41.85140004500009,47.02826236300007"
Azerbaijan,Zəngilan,"38.882175599000036,46.395286499000065,39.227993476118,46.86639147700009"
Azerbaijan,Zərdab,"40.0967259794204,47.442820264843306,40.39068736403061,47.94434004076027"
Bahrain,Al Janūbīyah,"25.579890923319237,50.46045983200008,26.128903242090928,50.81987514169949"
Bahrain,Al Manāmah,"26.19424062730309,50.50202262824166,26.24249909100007,50.60914147200003"
Bahrain,Al Muḩarraq,"26.20264004451906,50.59950353027349,26.287438796838625,50.68430228259305"
Bahrain,Al Wusţá,"26.095932218207494,50.50995086524023,26.19424062730309,50.64565981318161"
Bahrain,Ash Shamālīyah,"26.046978125240287,50.38052953694196,26.242580471000053,50.55160566466964"
Bangladesh,Barisal,"21.80097077000005,89.87533613400007,23.07161530240427,90.99781334700003"
Bangladesh,Chittagong,"20.738714911000045,90.59913170700008,24.256426703029888,92.64285119700003"
Bangladesh,Dhaka,"22.87023224532186,89.30848188722928,25.402892809000022,91.2487768899415"
Bangladesh,Khulna,"21.64394765800006,88.54010420800012,24.189771315493772,89.97950280000003"
Bangladesh,Rajshahi,"23.814877428150794,88.02178959200006,25.302642720685014,89.83253258700927"
Bangladesh,Rangpur,"25.159524033807088,88.07439620000008,26.623544007000064,89.83439213000008"
Bangladesh,Sylhet,"23.987865092000035,90.9123633157144,25.201925354000096,92.49453983600006"
Barbados,Christ Church,"13.051174221000053,-59.60026901640197,13.129431464190702,-59.475778774999924"
Barbados,Saint Andrew,"13.209839993121193,-59.60604610924054,13.289671855171946,-59.545818247702265"
Barbados,Saint George,"13.108192449721741,-59.587106696316994,13.182503159693056,-59.50871354809175"
Barbados,Saint James,"13.136407782293304,-59.650805768468466,13.244928290108476,-59.6010334949998"
Barbados,Saint John,"13.14576121720637,-59.5402103341396,13.21751536700009,-59.46768116040766"
Barbados,Saint Joseph,"13.18007436783779,-59.5809830389361,13.243809809534177,-59.51805579299992"
Barbados,Saint Lucy,"13.273860882400191,-59.65420488199993,13.344549872000073,-59.57591905901734"
Barbados,Saint Michael,"13.084119095919505,-59.640607164461336,13.161315822966856,-59.56883907696181"
Barbados,Saint Peter,"13.237228502493394,-59.65292125089038,13.304392828066568,-59.568965223965904"
Barbados,Saint Philip,"13.086493231000077,-59.513106044708195,13.186538010405968,-59.42690995999993"
Barbados,Saint Thomas,"13.150257065711003,-59.62529557962728,13.217023016798748,-59.55429216155403"
Baykonur Cosmodrome,Baykonur lease in Qyzylorda,"45.56582448300013,62.800641723000126,46.390838724999995,63.96713383000008"
Belarus,Brest,"51.51311004700004,23.165644979000035,53.39617259369021,27.59989708768046"
Belarus,City of Minsk,"53.78424031963499,27.370600724543806,54.02183711948743,27.838291266928422"
Belarus,Gomel,"51.2351683560001,27.271390008442097,53.353642889707544,31.766618693000055"
Belarus,Grodno,"52.73848663984654,23.485625448000064,54.99326030100009,26.68253706233554"
Belarus,Minsk,"52.36073192004204,26.07564904087053,55.002069403779956,29.491926303556056"
Belarus,Mogilev,"52.679187934175786,28.089014520104,54.45424754488823,32.71953210400005"
Belarus,Vitebsk,"54.22506256818292,26.170324564000083,56.15680592900007,31.179016966559743"
Belgium,Antwerp,"50.992107448799686,4.181998325262498,51.49623769100005,5.2604337908867365"
Belgium,Brussels,"50.76463909800003,4.245570027000042,50.91481081100005,4.479745550000075"
Belgium,East Flanders,"50.72185101300005,3.3306807796942053,51.36800060300003,4.3330485370603355"
Belgium,Flemish Brabant,"50.688726419000034,3.8879691150000895,51.051871243363166,5.186226433702927"
Belgium,Hainaut,"49.93357167419339,2.8421931540000855,50.81161297500006,4.615977003735736"
Belgium,Liege,"50.12045603500006,4.979107292867241,50.80764098200008,6.374525187000074"
Belgium,Limburg,"50.69725303000007,4.980915967997532,51.28808502300011,5.910157819000062"
Belgium,Luxembourg,"49.49522434372847,4.968370956954061,50.43077220327456,6.033823276223188"
Belgium,Namur,"49.78414581300008,4.285971306830334,50.64796824853579,5.401200391784641"
Belgium,Walloon Brabant,"50.52717458843648,4.0902209807136956,50.80866741900007,5.019103290000089"
Belgium,West Flanders,"50.70009100300007,2.521799927545686,51.37522311800005,3.5225036962885383"
Belize,Belize,"17.104485989336922,-88.64130225259686,18.20917389500005,-87.78307044199994"
Belize,Cayo,"16.3926256029892,-89.19313967165851,17.489940496756503,-88.54828467459805"
Belize,Corozal,"17.959945715122615,-88.61405893099987,18.49075876900004,-88.08356686099995"
Belize,Orange Walk,"17.321032080166333,-89.16137467499988,18.247028189000034,-88.28434729679032"
Belize,Stann Creek,"16.497658169389013,-88.77762468093425,17.135768947000088,-88.21507727799991"
Belize,Toledo,"15.879651999000075,-89.23651220799991,16.69184967722083,-88.38638261599993"
Benin,Alibori,"10.517833767314471,2.015428660804048,12.399244283097175,3.83724571500008"
Benin,Atakora,"9.946886705357144,0.7598808180001129,11.473771057000079,2.3561666187944184"
Benin,Atlantique,"6.286520514990971,1.9578446789887494,6.920559801293791,2.48742475784627"
Benin,Borgou,"8.77121793800012,1.9702470233814324,10.630609017000026,3.8374190670000132"
Benin,Collines,"7.426032823356081,1.6010697840000887,8.776673896083423,2.7447725830000422"
Benin,Donga,"8.475607001262063,1.3231539300000748,10.040446885715198,2.220102572875419"
Benin,Kouffo,"6.689979559708888,1.5319267170000899,7.536384757350675,2.0931335785517717"
Benin,Littoral,"6.33640142439745,2.359853403301378,6.395837307046065,2.4839522110550987"
Benin,Mono,"6.213893947000088,1.5660331630000712,6.747004503155267,2.0236287781455644"
Benin,Ouémé,"6.347932166020271,2.3848987162027697,6.9935527607512995,2.7188031810000837"
Benin,Plateau,"6.504297780000087,2.417764926909854,7.659713650364665,2.7923149010000543"
Benin,Zou,"6.911929835893204,1.6228549120001219,7.6324026553582485,2.560081821418919"
Bermuda,City of Hamilton,"32.28954871706944,-64.79452450138368,32.29734049187016,-64.78442533476188"
Bermuda,City of Saint George,"32.36977847069983,-64.68102438226941,32.38096895435376,-64.66849103992956"
Bermuda,Devonshire,"32.28617517543667,-64.78014075409254,32.31652749921387,-64.73793047036374"
Bermuda,Hamilton,"32.31695938576701,-64.74267093152736,32.3525116223135,-64.6949157800392"
Bermuda,Paget,"32.26528296281974,-64.81119055208804,32.29636889490854,-64.76081915052464"
Bermuda,Pembroke,"32.28954871706944,-64.81396733425684,32.3075593786654,-64.77902119840287"
Bermuda,Saint George's,"32.326369061648855,-64.72202022954997,32.388657945000034,-64.64763070564054"
Bermuda,Sandys,"32.26593184840231,-64.88599398897043,32.308927845795445,-64.8487860618165"
Bermuda,Smith's,"32.30214190474502,-64.74816063126431,32.329469722245015,-64.70728857468143"
Bermuda,Southampton,"32.248077381595785,-64.88016007298353,32.26900756702507,-64.81515241183747"
Bermuda,Warwick,"32.2542807527691,-64.83289517626116,32.28993629964396,-64.78830625095146"
Bhutan,Bumthang,"27.326161811118652,90.42913699667503,28.090327860000016,90.98093794103312"
Bhutan,Chhukha,"26.70098856786808,89.26724409443938,27.306989854198378,89.78225141766876"
Bhutan,Chirang,"26.80908742944132,90.00259972519711,27.176739407297816,90.3315718933282"
Bhutan,Daga,"26.799191393068327,89.62350141825578,27.271824041945933,90.06528323803099"
Bhutan,Gasa,"27.715285346541464,89.41736367789139,28.358398930786237,90.59760193815339"
Bhutan,Geylegphug,"26.696149394000102,89.7358459819065,27.20932139716473,90.95783857638918"
Bhutan,Ha,"27.073774116082575,88.87611560500005,27.62586512181302,89.37090701674538"
Bhutan,Lhuntshi,"27.38049957939205,90.72772342279768,28.0914130660001,91.43648287100012"
Bhutan,Mongar,"26.937193305326787,90.93163862542218,27.58131419479423,91.4711405781751"
Bhutan,Paro,"27.185188503746417,89.10235143650146,27.748203233192612,89.53151736903129"
Bhutan,Pemagatsel,"26.839783229812213,91.18423302603327,27.162890122980798,91.49677208926045"
Bhutan,Punakha,"27.51966421253337,89.60830854680194,27.853519801897335,90.03639611189101"
Bhutan,Samchi,"26.81056101500009,88.73006677200004,27.28048567900005,89.36889455700003"
Bhutan,Samdrup Jongkhar,"26.77407745400008,91.00036828037179,27.241205755940882,92.08391890500008"
Bhutan,Shemgang,"26.778869550389402,90.5168319029699,27.378096625059186,91.18423302603327"
Bhutan,Tashi Yangtse,"27.36925995498291,91.29719770730833,27.989375107000015,91.72709172080624"
Bhutan,Tashigang,"27.009927883265163,91.3795182641565,27.472432760000018,92.08877648900011"
Bhutan,Thimphu,"27.138550523088156,89.20584326543081,27.99064321501237,89.81656456919944"
Bhutan,Tongsa,"27.125683092500708,90.23814090417937,27.776237697711565,90.7241577493806"
Bhutan,Wangdi Phodrang,"27.103229682104143,89.69068077959429,28.07234446300002,90.49233727434569"
Bolivia,Chuquisaca,"-21.53537769892165,-65.69440833197893,-18.345236505260516,-62.210573102366766"
Bolivia,Cochabamba,"-18.66867929521328,-67.01520626505709,-15.699299818431882,-64.21214738589316"
Bolivia,El Beni,"-16.46855518957034,-67.56816992939872,-10.392070070277555,-61.593060170999934"
Bolivia,La Paz,"-18.039077667900074,-69.66649226999988,-11.904854424791893,-66.75845191092696"
Bolivia,Oruro,"-19.826024672100914,-69.15543819299992,-17.40038461685657,-66.04058875226912"
Bolivia,Pando,"-12.49660125074712,-69.57763464399994,-9.679821471999986,-65.28482173699987"
Bolivia,Potosí,"-22.89725758799996,-68.79259212199995,-17.854568780125135,-64.74692094614471"
Bolivia,Santa Cruz,"-20.475132338286812,-64.80774410700491,-13.464551696999933,-57.465660766999946"
Bolivia,Tarija,"-22.871936136999878,-65.32853919083101,-20.891437676607495,-62.271879027999915"
Bosnia and Herzegovina,Banja Luka,"44.067425150000076,16.263079385000083,45.28452382500008,17.921117715000037"
Bosnia and Herzegovina,Bijeljina,"44.53826446500004,18.729440469000053,44.927543029999995,19.376625610000104"
Bosnia and Herzegovina,Bosnian Podrinje,"43.57598227800008,18.582566358650524,43.77056988500004,19.057069050000052"
Bosnia and Herzegovina,Brčko Distrikt,"44.744800256000076,18.748038290000068,44.892232685290196,18.97540865898054"
Bosnia and Herzegovina,Central Bosnia,"43.77027436017357,17.144317585000067,44.462284769000064,18.16502078598046"
Bosnia and Herzegovina,Doboj,"44.57385418600006,17.72220555254421,45.14944163100007,18.769127968780708"
Bosnia and Herzegovina,Foča,"43.23317616800004,18.34871380070132,43.95235707700003,19.507366984000043"
Bosnia and Herzegovina,Herzegovina-Neretva,"42.574392828,17.380934278594054,43.860475571790175,18.39473221700007"
Bosnia and Herzegovina,Posavina,"44.84153810600009,18.143698040000118,45.157451477000066,18.842129476000054"
Bosnia and Herzegovina,Sarajevo,"43.574317328481925,18.006580844930056,44.11136465095785,18.608759364000036"
Bosnia and Herzegovina,Sarajevo-romanija,"43.587917418753875,18.37034094100005,44.12034181700005,19.24093994582182"
Bosnia and Herzegovina,Trebinje,"42.55921213800009,17.988503783000056,43.445085876000064,18.68839888500011"
Bosnia and Herzegovina,Tuzla,"44.14883006385634,18.078524128000083,44.91863934300005,19.03128251000004"
Bosnia and Herzegovina,Una-Sana,"44.350530708425424,15.716073852000108,45.218533021000056,16.88252477900005"
Bosnia and Herzegovina,Vlasenica,"43.92151166513122,18.736571816000037,44.59418291341069,19.618884725000044"
Bosnia and Herzegovina,West Bosnia,"43.52774706500007,16.186639445000083,44.45526760381682,17.530537551366876"
Bosnia and Herzegovina,West Herzegovina,"43.072902353260986,17.06231406800012,43.653511461484754,17.750317417215"
Bosnia and Herzegovina,Zenica-Doboj,"43.90450389343988,17.732808068000054,44.72691977900007,18.76307213736925"
Botswana,Central,"-23.94789194116015,23.879038933599873,-18.99992522556869,29.350073689000055"
Botswana,Francistown,"-21.215798828153424,27.442504978222132,-21.106896701121855,27.559313348432283"
Botswana,Gaborone,"-24.716170371565397,25.8349279143917,-24.507444349976765,26.033354253296125"
Botswana,Ghanzi,"-23.318524671776174,19.978345988000115,-20.999958183523347,25.43930545428327"
Botswana,Jwaneng,"-24.660326085080783,24.637646774179245,-24.461184926343265,24.82057761346607"
Botswana,Kgalagadi,"-26.891794127999987,19.979855443000133,-23.308551120999894,24.50085111700011"
Botswana,Kgatleng,"-24.660846194496287,25.886203241086662,-23.566261488676787,26.966601603000072"
Botswana,Kweneng,"-24.76908212713846,22.955426059664887,-22.95188038517165,26.020406935031986"
Botswana,Lobatse,"-25.23896634891787,25.65934126988367,-25.17181053902516,25.70559654674321"
Botswana,North-East,"-21.55191334999992,27.215245993207986,-20.473012796999882,27.99041507900006"
Botswana,North-West,"-20.999958183999922,20.975081014000125,-17.781807555999947,25.967448581986446"
Botswana,Selebi-Phikwe,"-21.996966169453174,27.807761172939763,-21.920742135641035,27.882885821523416"
Botswana,South-East,"-25.46331854971129,25.542348259864298,-24.558914775596406,26.165910616781503"
Botswana,Southern,"-25.829223326999895,23.049322136807177,-23.99910328468883,25.687248975859518"
Botswana,Sowa,"-20.598643938466978,26.120432174305392,-20.54458527119334,26.256001175813594"
Brazil,Acre,"-11.141127623999935,-74.01847469099994,-7.117879292999888,-66.6489245199999"
Brazil,Alagoas,"-10.502129815999922,-38.23519579834743,-8.832587172060357,-35.148339454139844"
Brazil,Amapá,"-1.2192017552567904,-54.79791581856017,4.441122259000053,-49.87304648399993"
Brazil,Amazonas,"-9.837952162062663,-73.81233740199994,2.2358888440000158,-56.31193193221287"
Brazil,Bahia,"-18.323220295780004,-46.57185462059425,-8.528626396491006,-37.36082923099991"
Brazil,Ceará,"-7.853990573805959,-41.44937659425443,-2.786309502999927,-37.23639227839954"
Brazil,Distrito Federal,"-16.042069594036548,-48.277900357315616,-15.489855238528435,-47.30248185885068"
Brazil,Espírito Santo,"-21.27402896566423,-41.881856655060574,-17.87425750098288,-28.877064581999946"
Brazil,Goiás,"-19.485942070769966,-53.24478064561032,-12.39986296970028,-45.91246334530712"
Brazil,Maranhão,"-10.317716159573138,-48.74319495288478,-1.0550836179999123,-41.812532721807656"
Brazil,Mato Grosso,"-18.031612236415583,-61.61129838701095,-7.339138279308145,-50.235718925288154"
Brazil,Mato Grosso do Sul,"-24.050393385446398,-58.162672485999934,-17.187271009849212,-50.93709204835932"
Brazil,Minas Gerais,"-22.89291757628513,-51.02760331923781,-14.238923841961764,-39.8607397122679"
Brazil,Pará,"-9.843983006710403,-58.97202466120916,2.6089891560000638,-46.06468665299991"
Brazil,Paraíba,"-8.283525078819366,-38.74437374485245,-6.022422783584602,-34.79360917899993"
Brazil,Paraná,"-26.704777926759903,-54.61244991099991,-22.52172576253389,-48.03248898038214"
Brazil,Pernambuco,"-9.48789600999288,-41.370802577976576,-7.269840182678308,-34.80530386899994"
Brazil,Piauí,"-10.89628549567908,-45.981425544253455,-2.7448055969999245,-40.41328996366087"
Brazil,Rio de Janeiro,"-23.35320403399993,-44.86555050325313,-20.77687102577721,-40.95921790299991"
Brazil,Rio Grande do Norte,"-6.977816663508236,-38.609110683711094,0.8913434920000896,-29.345326300999943"
Brazil,Rio Grande do Sul,"-33.74228037499992,-57.61169836499991,-27.071990655044715,-49.69967403842611"
Brazil,Rondônia,"-13.662844600897643,-66.83051469619625,-8.00049325845714,-59.82226030077226"
Brazil,Roraima,"-1.4183110492155606,-64.81554805499985,5.267224833000029,-58.87050961043019"
Brazil,Santa Catarina,"-29.355365491724058,-53.84200598139091,-25.971541029494915,-48.37730872299994"
Brazil,São Paulo,"-25.307318559304065,-53.167963630317274,-19.780756117001204,-44.16200171600639"
Brazil,Sergipe,"-11.568905937658883,-38.24484351301771,-9.5268083628157,-36.40807044199994"
Brazil,Tocantins,"-13.385177503638886,-50.74265947095779,-5.163767184707808,-45.757692429561985"
British Indian Ocean Territory,British Indian Ocean Territory,"-7.432224216999941,71.26099694100003,-5.2269833309999285,72.49463951900003"
British Virgin Islands,British Virgin Islands,"18.33466217700004,-64.77399654899995,18.746242580000057,-64.27074133999992"
Brunei,Belait,"4.016681010000042,113.99878991000003,4.6812524769202355,114.81720829300008"
Brunei,Brunei and Muara,"4.730585208000079,114.7361804545643,5.057196356000077,115.10320071700005"
Brunei,Temburong,"4.313768820000064,115.022777141,4.90884023600006,115.36074100800016"
Brunei,Tutong,"4.300239527732003,114.49444250241947,4.89874909100007,114.847904094"
Bulgaria,Blagoevgrad,"41.312673238000016,22.845621158989275,42.17830434786731,24.197697918000074"
Bulgaria,Burgas,"41.90116444900009,26.498982375036576,42.988409939067424,28.020355665000068"
Bulgaria,Dobrich,"43.35309052181009,27.2001282079504,43.993336487000064,28.603526238000086"
Bulgaria,Gabrovo,"42.735789700034616,24.86745405386148,43.19586497668729,25.627614373404583"
Bulgaria,Grad Sofiya,"42.41694611317257,23.059502394020228,42.89800202097649,23.654401483141896"
Bulgaria,Haskovo,"41.56270884933389,25.210792271146374,42.19274791138696,26.552894853000026"
Bulgaria,Kardzhali,"41.238104147000044,24.993441196254196,41.908579210362234,26.177399129000037"
Bulgaria,Kyustendil,"42.00740772898348,22.345023234000053,42.63527903909636,23.529757927886067"
